AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
Region,Region 1,All,2010-11,20,10,9.2,8.7,1,194,"2,253",98.40%
Region,Region 1,All,2010-11,21,9.8,9,8.4,0,190,"2,275",99.40%
Region,Region 1,All,2010-11,22,9.7,8.9,9,0,196,"2,178",95.10%
Region,Region 1,All,2010-11,23,9.5,8.7,8.1,0,181,"2,226",97.20%
Region,Region 1,All,2010-11,24,9.4,8.6,8.4,1,191,"2,294",> 100%
Region,Region 1,All,2010-11,25,9.2,8.4,8.3,0,173,"2,077",90.70%
Region,Region 1,All,2010-11,26,9.1,8.3,8.5,0,189,"2,228",97.30%
Region,Region 1,All,2010-11,27,8.9,8.1,9,0,200,"2,219",96.90%
Region,Region 1,All,2010-11,28,8.8,8,9.2,0,208,"2,250",98.30%
Region,Region 1,All,2010-11,29,8.7,7.9,8.4,0,183,"2,185",95.40%
Region,Region 1,All,2010-11,30,8.6,7.8,8.2,0,176,"2,155",94.10%
Region,Region 1,All,2010-11,31,8.5,7.8,7.9,0,168,"2,124",92.80%
Region,Region 1,All,2010-11,32,8.5,7.7,6.7,0,143,"2,146",93.70%
Region,Region 1,All,2010-11,33,8.4,7.7,7.5,0,159,"2,119",92.60%
Region,Region 1,All,2010-11,34,8.4,7.6,9.3,0,196,"2,106",92%
Region,Region 1,All,2010-11,35,8.4,7.6,7.6,0,165,"2,158",94.30%
Region,Region 1,All,2010-11,36,8.4,7.6,7,0,151,"2,142",93.60%
Region,Region 1,All,2010-11,37,8.5,7.7,8.7,0,185,"2,127",92.90%
Region,Region 1,All,2010-11,38,8.5,7.7,7,0,157,"2,238",97.80%
Region,Region 1,All,2010-11,39,8.6,7.8,8.6,0,183,"2,128",93%
Region,Region 2,All,2010-11,40,8.2,7.5,7.2,0,285,"3,961",95.40%
Region,Region 2,All,2010-11,41,8.3,7.6,8.4,0,351,"4,178",> 100%
Region,Region 2,All,2010-11,42,8.3,7.6,8.4,0,354,"4,229",> 100%
Region,Region 2,All,2010-11,43,8.4,7.7,8.2,0,350,"4,267",> 100%
Region,Region 2,All,2010-11,44,8.5,7.8,7.5,0,314,"4,167",> 100%
Region,Region 2,All,2010-11,45,8.6,7.9,8.2,0,354,"4,305",> 100%
Region,Region 2,All,2010-11,46,8.7,8,8,0,340,"4,263",> 100%
Region,Region 2,All,2010-11,47,8.8,8.1,8,1,343,"4,284",> 100%
Region,Region 2,All,2010-11,48,8.9,8.2,7.7,1,321,"4,201",> 100%
Region,Region 2,All,2010-11,49,8.9,8.2,8.7,2,380,"4,411",> 100%
Region,Region 2,All,2010-11,50,9,8.3,7.8,2,348,"4,504",> 100%
Region,Region 2,All,2010-11,51,9.1,8.4,8.5,2,381,"4,484",> 100%
Region,Region 2,All,2010-11,52,9.2,8.5,9.1,2,448,"4,946",> 100%
Region,Region 2,All,2010-11,1,9.3,8.6,10.5,4,522,"4,987",> 100%
Region,Region 2,All,2010-11,2,9.3,8.6,9.6,6,468,"4,921",> 100%
Region,Region 2,All,2010-11,3,9.4,8.7,10.3,5,489,"4,791",> 100%
Region,Region 2,All,2010-11,4,9.4,8.7,10.8,10,514,"4,850",> 100%
Region,Region 2,All,2010-11,5,9.5,8.8,10.5,14,470,"4,600",> 100%
Region,Region 2,All,2010-11,6,9.5,8.8,8.8,5,402,"4,625",> 100%
Region,Region 2,All,2010-11,7,9.5,8.8,9.9,10,450,"4,663",> 100%
Region,Region 2,All,2010-11,8,9.5,8.8,10,9,449,"4,571",> 100%
Region,Region 2,All,2010-11,9,9.5,8.8,8.8,7,393,"4,549",> 100%
Region,Region 2,All,2010-11,10,9.5,8.8,9.3,14,405,"4,514",> 100%
Region,Region 2,All,2010-11,11,9.5,8.8,8.9,5,383,"4,369",> 100%
Region,Region 2,All,2010-11,12,9.4,8.7,8.8,7,372,"4,285",> 100%
Region,Region 2,All,2010-11,13,9.4,8.7,9.2,2,403,"4,384",> 100%
Region,Region 2,All,2010-11,14,9.3,8.6,8.7,5,375,"4,345",> 100%
Region,Region 2,All,2010-11,15,9.3,8.6,9.1,4,384,"4,265",> 100%
Region,Region 2,All,2010-11,16,9.2,8.5,8.2,2,338,"4,150",100%
Region,Region 2,All,2010-11,17,9.1,8.4,8.5,2,348,"4,131",99.50%
Region,Region 2,All,2010-11,18,9,8.3,8.4,1,335,"3,990",96.10%
Region,Region 2,All,2010-11,19,8.9,8.2,7.8,1,317,"4,099",98.80%
Region,Region 2,All,2010-11,20,8.8,8.2,7.8,0,308,"3,955",95.30%
Region,Region 2,All,2010-11,21,8.7,8.1,8.1,1,327,"4,031",97.10%
Region,Region 2,All,2010-11,22,8.7,8,8.6,0,343,"3,991",96.20%
Region,Region 2,All,2010-11,23,8.6,7.9,8.1,0,324,"3,994",96.20%
Region,Region 2,All,2010-11,24,8.5,7.8,7.7,0,306,"3,975",95.80%
Region,Region 2,All,2010-11,25,8.4,7.7,8.7,0,349,"4,009",96.60%
Region,Region 2,All,2010-11,26,8.3,7.6,8.1,0,317,"3,902",94%
Region,Region 2,All,2010-11,27,8.2,7.5,8.7,0,342,"3,948",95.10%
Region,Region 2,All,2010-11,28,8.2,7.5,7.1,1,280,"3,939",94.90%
Region,Region 2,All,2010-11,29,8.1,7.4,7.7,0,318,"4,119",99.20%
Region,Region 2,All,2010-11,30,8,7.4,6.6,1,266,"4,029",97.10%
Region,Region 2,All,2010-11,31,8,7.3,7.3,0,281,"3,873",93.30%
Region,Region 2,All,2010-11,32,8,7.3,8,0,304,"3,821",92.10%
Region,Region 2,All,2010-11,33,7.9,7.3,7.1,0,275,"3,884",93.60%
Region,Region 2,All,2010-11,34,7.9,7.2,7.5,0,286,"3,796",91.50%
Region,Region 2,All,2010-11,35,7.9,7.2,6.9,0,266,"3,881",93.50%
Region,Region 2,All,2010-11,36,7.9,7.3,7.1,0,276,"3,877",93.40%
Region,Region 2,All,2010-11,37,8,7.3,6.5,0,246,"3,767",90.80%
Region,Region 2,All,2010-11,38,8,7.3,7.7,0,308,"4,014",96.70%
Region,Region 2,All,2010-11,39,8,7.4,7.9,1,313,"3,952",95.20%
Region,Region 3,All,2010-11,40,7.2,6.7,6.2,0,307,"4,960",98.50%
Region,Region 3,All,2010-11,41,7.3,6.7,7.2,1,367,"5,121",> 100%
Region,Region 3,All,2010-11,42,7.4,6.8,7,0,355,"5,074",> 100%
Region,Region 3,All,2010-11,43,7.5,6.9,7.3,0,363,"4,959",98.50%
Region,Region 3,All,2010-11,44,7.6,7,6.9,0,351,"5,083",> 100%
Region,Region 3,All,2010-11,45,7.7,7.1,7.1,0,361,"5,107",> 100%
Region,Region 3,All,2010-11,46,7.7,7.2,6.6,2,331,"5,031",99.90%
Region,Region 3,All,2010-11,47,7.8,7.3,6.8,2,334,"4,950",98.30%
Region,Region 3,All,2010-11,48,7.9,7.3,7.5,1,394,"5,242",> 100%
Region,Region 3,All,2010-11,49,8,7.4,7.1,0,375,"5,300",> 100%
Region,Region 3,All,2010-11,50,8.1,7.5,7,0,383,"5,442",> 100%
Region,Region 3,All,2010-11,51,8.2,7.6,8,3,435,"5,468",> 100%
Region,Region 3,All,2010-11,52,8.3,7.7,8.2,3,454,"5,599",> 100%
Region,Region 3,All,2010-11,1,8.3,7.7,8,8,437,"5,531",> 100%
Region,Region 3,All,2010-11,2,8.4,7.8,8.4,14,443,"5,425",> 100%
Region,Region 3,All,2010-11,3,8.4,7.9,7.4,9,414,"5,736",> 100%
Region,Region 3,All,2010-11,4,8.5,7.9,8.8,14,484,"5,679",> 100%
Region,Region 3,All,2010-11,5,8.5,7.9,8.8,9,491,"5,688",> 100%
Region,Region 3,All,2010-11,6,8.5,7.9,8.7,20,468,"5,615",> 100%
Region,Region 3,All,2010-11,7,8.5,8,9.2,25,508,"5,776",> 100%
Region,Region 3,All,2010-11,8,8.5,8,9.9,19,550,"5,756",> 100%
Region,Region 3,All,2010-11,9,8.5,7.9,9.3,21,500,"5,602",> 100%
Region,Region 3,All,2010-11,10,8.5,7.9,9.5,32,505,"5,679",> 100%
Region,Region 3,All,2010-11,11,8.5,7.9,8.8,23,467,"5,555",> 100%
Region,Region 3,All,2010-11,12,8.4,7.8,8.7,9,458,"5,372",> 100%
Region,Region 3,All,2010-11,13,8.4,7.8,8.9,8,465,"5,297",> 100%
Region,Region 3,All,2010-11,14,8.3,7.7,7.5,11,382,"5,216",> 100%
Region,Region 3,All,2010-11,15,8.2,7.6,7.6,8,380,"5,091",> 100%
Region,Region 3,All,2010-11,16,8.1,7.6,7.3,1,363,"4,997",99.20%
Region,Region 3,All,2010-11,17,8.1,7.5,7.5,0,364,"4,871",96.70%
Region,Region 3,All,2010-11,18,8,7.4,8,2,392,"4,905",97.40%
Region,Region 3,All,2010-11,19,7.9,7.3,7.2,0,363,"5,054",> 100%
Region,Region 3,All,2010-11,20,7.8,7.2,7.2,1,348,"4,838",96.10%
Region,Region 3,All,2010-11,21,7.7,7.1,6.9,1,338,"4,926",97.80%
Region,Region 3,All,2010-11,22,7.6,7,7.3,1,365,"5,020",99.70%
Region,Region 3,All,2010-11,23,7.5,6.9,7.2,1,357,"4,985",99%
Region,Region 3,All,2010-11,24,7.4,6.8,6.9,1,328,"4,765",94.60%
Region,Region 3,All,2010-11,25,7.3,6.8,7.1,0,347,"4,875",96.80%
Region,Region 3,All,2010-11,26,7.3,6.7,7.3,0,354,"4,870",96.70%
Region,Region 3,All,2010-11,27,7.2,6.6,6.7,0,325,"4,838",96.10%
Region,Region 3,All,2010-11,28,7.1,6.6,6.3,0,307,"4,877",96.80%
Region,Region 3,All,2010-11,29,7.1,6.5,6.8,1,328,"4,823",95.80%
Region,Region 3,All,2010-11,30,7,6.5,6.3,1,299,"4,735",94%
Region,Region 3,All,2010-11,31,7,6.4,6.2,1,295,"4,767",94.60%
Region,Region 3,All,2010-11,32,7,6.4,6.9,1,326,"4,725",93.80%
Region,Region 3,All,2010-11,33,7,6.4,6,0,287,"4,804",95.40%
Region,Region 3,All,2010-11,34,7,6.4,6,0,280,"4,662",92.60%
Region,Region 3,All,2010-11,35,7,6.4,6.5,2,312,"4,865",96.60%
Region,Region 3,All,2010-11,36,7,6.4,6.7,0,313,"4,693",93.20%
Region,Region 3,All,2010-11,37,7,6.5,6.4,0,296,"4,645",92.20%
Region,Region 3,All,2010-11,38,7.1,6.5,6.6,0,315,"4,792",95.10%
Region,Region 3,All,2010-11,39,7.1,6.6,6.3,0,308,"4,883",97%
Region,Region 4,All,2010-11,40,6.8,6.4,6.4,1,658,"10,260",98.50%
Region,Region 4,All,2010-11,41,6.9,6.5,6.7,3,678,"10,095",96.90%
Region,Region 4,All,2010-11,42,7,6.6,6.6,0,677,"10,309",98.90%
Region,Region 4,All,2010-11,43,7.1,6.7,7,0,692,"9,930",95.30%
Region,Region 4,All,2010-11,44,7.2,6.8,6.3,3,647,"10,285",98.70%
Region,Region 4,All,2010-11,45,7.3,6.9,7,1,740,"10,608",> 100%
Region,Region 4,All,2010-11,46,7.4,7,7,2,729,"10,469",> 100%
Region,Region 4,All,2010-11,47,7.5,7.1,6.8,4,709,"10,415",100%
Region,Region 4,All,2010-11,48,7.6,7.2,7.5,2,776,"10,331",99.20%
Region,Region 4,All,2010-11,49,7.7,7.2,6.7,1,746,"11,091",> 100%
Region,Region 4,All,2010-11,50,7.8,7.3,7.6,6,877,"11,608",> 100%
Region,Region 4,All,2010-11,51,7.8,7.4,7.1,5,810,"11,403",> 100%
Region,Region 4,All,2010-11,52,7.9,7.5,7.8,11,917,"11,881",> 100%
Region,Region 4,All,2010-11,1,8,7.5,8.6,14,"1,020","11,987",> 100%
Region,Region 4,All,2010-11,2,8,7.6,8.7,11,"1,002","11,634",> 100%
Region,Region 4,All,2010-11,3,8.1,7.6,8.5,9,973,"11,613",> 100%
Region,Region 4,All,2010-11,4,8.1,7.7,8.5,15,961,"11,510",> 100%
Region,Region 4,All,2010-11,5,8.1,7.7,8.6,18,963,"11,429",> 100%
Region,Region 4,All,2010-11,6,8.1,7.7,8.4,28,941,"11,476",> 100%
Region,Region 4,All,2010-11,7,8.1,7.7,8.8,36,975,"11,518",> 100%
Region,Region 4,All,2010-11,8,8.1,7.7,9,41,973,"11,295",> 100%
Region,Region 4,All,2010-11,9,8.1,7.7,8.6,35,933,"11,210",> 100%
Region,Region 4,All,2010-11,10,8.1,7.6,8.1,23,861,"10,972",> 100%
Region,Region 4,All,2010-11,11,8,7.6,8,22,853,"10,952",> 100%
Region,Region 4,All,2010-11,12,7.9,7.5,7.4,6,780,"10,660",> 100%
Region,Region 4,All,2010-11,13,7.9,7.4,7.5,11,770,"10,348",99.30%
Region,Region 4,All,2010-11,14,7.8,7.4,6.8,7,723,"10,693",> 100%
Region,Region 4,All,2010-11,15,7.7,7.3,7,3,709,"10,207",98%
Region,Region 4,All,2010-11,16,7.6,7.2,7.1,1,737,"10,364",99.50%
Region,Region 4,All,2010-11,17,7.5,7.1,6.6,0,696,"10,565",> 100%
Region,Region 4,All,2010-11,18,7.4,7,7.1,1,740,"10,384",99.70%
Region,Region 4,All,2010-11,19,7.3,6.9,6.9,0,708,"10,261",98.50%
Region,Region 4,All,2010-11,20,7.2,6.8,6.9,1,704,"10,236",98.20%
Region,Region 4,All,2010-11,21,7.1,6.7,7.1,0,726,"10,283",98.70%
Region,Region 4,All,2010-11,22,7.1,6.6,6.4,0,654,"10,167",97.60%
Region,Region 4,All,2010-11,23,7,6.5,6.3,2,642,"10,244",98.30%
Region,Region 4,All,2010-11,24,6.9,6.4,6.4,0,634,"9,983",95.80%
Region,Region 4,All,2010-11,25,6.8,6.4,6.5,1,649,"10,011",96.10%
Region,Region 4,All,2010-11,26,6.7,6.3,6.6,0,669,"10,075",96.70%
Region,Region 4,All,2010-11,27,6.7,6.2,6.2,0,620,"9,937",95.40%
Region,Region 4,All,2010-11,28,6.6,6.2,6.6,0,651,"9,918",95.20%
Region,Region 4,All,2010-11,29,6.6,6.1,6.2,0,622,"10,015",96.10%
Region,Region 4,All,2010-11,30,6.5,6.1,6.3,1,621,"9,808",94.10%
Region,Region 4,All,2010-11,31,6.5,6.1,6.1,0,629,"10,239",98.30%
Region,Region 4,All,2010-11,32,6.5,6.1,6.3,0,629,"10,028",96.20%
Region,Region 4,All,2010-11,33,6.5,6.1,6.4,0,628,"9,817",94.20%
Region,Region 4,All,2010-11,34,6.5,6.1,6.1,1,601,"9,861",94.60%
Region,Region 4,All,2010-11,35,6.5,6.1,6.2,0,625,"10,032",96.30%
Region,Region 4,All,2010-11,36,6.6,6.1,6.2,2,616,"9,993",95.90%
Region,Region 4,All,2010-11,37,6.6,6.2,6,0,600,"10,030",96.30%
Region,Region 4,All,2010-11,38,6.7,6.2,6.2,0,629,"10,143",97.30%
Region,Region 4,All,2010-11,39,6.7,6.3,6.6,0,654,"9,838",94.40%
Region,Region 5,All,2010-11,40,7.8,7.3,7.6,1,643,"8,471",> 100%
Region,Region 5,All,2010-11,41,7.9,7.4,7.1,1,594,"8,375",99.40%
Region,Region 5,All,2010-11,42,8,7.5,7.4,1,629,"8,524",> 100%
Region,Region 5,All,2010-11,43,8.1,7.6,7.8,1,641,"8,243",97.80%
Region,Region 5,All,2010-11,44,8.2,7.7,8,1,679,"8,481",> 100%
Region,Region 5,All,2010-11,45,8.3,7.8,7.4,0,637,"8,666",> 100%
Region,Region 5,All,2010-11,46,8.5,8,7.5,1,638,"8,515",> 100%
Region,Region 5,All,2010-11,47,8.6,8.1,6.9,1,581,"8,381",99.50%
Region,Region 5,All,2010-11,48,8.7,8.2,7.4,3,643,"8,782",> 100%
Region,Region 5,All,2010-11,49,8.8,8.3,7.8,4,687,"8,888",> 100%
Region,Region 5,All,2010-11,50,8.9,8.4,8.2,1,737,"9,050",> 100%
Region,Region 5,All,2010-11,51,9,8.5,8,1,714,"8,986",> 100%
Region,Region 5,All,2010-11,52,9,8.5,8.4,2,769,"9,188",> 100%
Region,Region 5,All,2010-11,1,9.1,8.6,8.7,7,800,"9,237",> 100%
Region,Region 5,All,2010-11,2,9.2,8.7,8.5,6,781,"9,226",> 100%
Region,Region 5,All,2010-11,3,9.2,8.7,8.8,7,782,"8,997",> 100%
Region,Region 5,All,2010-11,4,9.3,8.8,9,15,813,"9,182",> 100%
Region,Region 5,All,2010-11,5,9.3,8.8,8.3,15,759,"9,321",> 100%
Region,Region 5,All,2010-11,6,9.3,8.8,9.2,24,835,"9,354",> 100%
Region,Region 5,All,2010-11,7,9.3,8.8,9.1,34,815,"9,323",> 100%
Region,Region 5,All,2010-11,8,9.3,8.8,9.5,30,825,"9,010",> 100%
Region,Region 5,All,2010-11,9,9.2,8.7,9.9,28,874,"9,072",> 100%
Region,Region 5,All,2010-11,10,9.2,8.7,8.9,24,801,"9,240",> 100%
Region,Region 5,All,2010-11,11,9.1,8.6,9.5,30,826,"9,026",> 100%
Region,Region 5,All,2010-11,12,9.1,8.6,9.6,21,831,"8,872",> 100%
Region,Region 5,All,2010-11,13,9,8.5,8.2,12,719,"8,923",> 100%
Region,Region 5,All,2010-11,14,8.9,8.4,8.6,17,751,"8,969",> 100%
Region,Region 5,All,2010-11,15,8.8,8.3,8.6,14,743,"8,759",> 100%
Region,Region 5,All,2010-11,16,8.7,8.2,8.8,7,755,"8,632",> 100%
Region,Region 5,All,2010-11,17,8.6,8.1,8.2,3,690,"8,496",> 100%
Region,Region 5,All,2010-11,18,8.5,8,8.7,8,734,"8,543",> 100%
Region,Region 5,All,2010-11,19,8.3,7.9,8.3,2,702,"8,446",> 100%
Region,Region 5,All,2010-11,20,8.2,7.7,7.6,2,629,"8,253",97.90%
Region,Region 5,All,2010-11,21,8.1,7.6,7.8,3,627,"8,129",96.50%
Region,Region 5,All,2010-11,22,8,7.5,7.9,2,645,"8,223",97.60%
Region,Region 5,All,2010-11,23,7.9,7.4,7.4,0,602,"8,180",97.10%
Region,Region 5,All,2010-11,24,7.8,7.3,7.6,2,624,"8,255",98%
Region,Region 5,All,2010-11,25,7.7,7.2,7.2,0,581,"8,079",95.90%
Region,Region 5,All,2010-11,26,7.6,7.1,7.1,0,575,"8,082",95.90%
Region,Region 5,All,2010-11,27,7.5,7,6.9,0,565,"8,169",96.90%
Region,Region 5,All,2010-11,28,7.4,6.9,7,1,557,"8,011",95.10%
Region,Region 5,All,2010-11,29,7.4,6.9,6.9,1,567,"8,206",97.40%
Region,Region 5,All,2010-11,30,7.3,6.8,6.5,0,516,"7,987",94.80%
Region,Region 5,All,2010-11,31,7.3,6.8,6.3,0,508,"8,060",95.60%
Region,Region 5,All,2010-11,32,7.2,6.8,6.7,1,547,"8,162",96.90%
Region,Region 5,All,2010-11,33,7.2,6.8,7.3,0,578,"7,961",94.50%
Region,Region 5,All,2010-11,34,7.2,6.8,7.3,1,589,"8,127",96.40%
Region,Region 5,All,2010-11,35,7.3,6.8,7,0,573,"8,213",97.50%
Region,Region 5,All,2010-11,36,7.3,6.8,6.7,0,535,"7,972",94.60%
Region,Region 5,All,2010-11,37,7.3,6.9,7.1,0,572,"8,086",96%
Region,Region 5,All,2010-11,38,7.4,6.9,7.1,1,589,"8,315",98.70%
Region,Region 5,All,2010-11,39,7.5,7,7,0,569,"8,162",96.90%
Region,Region 6,All,2010-11,40,7.1,6.5,6.3,1,342,"5,405",97.20%
Region,Region 6,All,2010-11,41,7.2,6.6,7.5,1,401,"5,370",96.60%
Region,Region 6,All,2010-11,42,7.3,6.8,6.6,1,357,"5,389",96.90%
Region,Region 6,All,2010-11,43,7.4,6.9,7.3,0,387,"5,308",95.50%
Region,Region 6,All,2010-11,44,7.6,7,7.1,0,388,"5,475",98.50%
Region,Region 6,All,2010-11,45,7.7,7.2,7.5,1,425,"5,653",> 100%
Region,Region 6,All,2010-11,46,7.8,7.3,7.4,3,422,"5,734",> 100%
Region,Region 6,All,2010-11,47,8,7.4,7.9,2,444,"5,628",> 100%
Region,Region 6,All,2010-11,48,8.1,7.6,7.7,0,446,"5,757",> 100%
Region,Region 6,All,2010-11,49,8.3,7.7,7.7,4,452,"5,898",> 100%
Region,Region 6,All,2010-11,50,8.4,7.8,7.9,1,468,"5,931",> 100%
Region,Region 6,All,2010-11,51,8.5,8,8.3,5,486,"5,934",> 100%
Region,Region 6,All,2010-11,52,8.6,8.1,9,5,545,"6,079",> 100%
Region,Region 6,All,2010-11,1,8.7,8.2,9.4,2,577,"6,192",> 100%
Region,Region 6,All,2010-11,2,8.8,8.3,9.2,13,537,"5,995",> 100%
Region,Region 6,All,2010-11,3,8.9,8.3,10,12,602,"6,149",> 100%
Region,Region 6,All,2010-11,4,8.9,8.4,9.6,16,574,"6,163",> 100%
Region,Region 6,All,2010-11,5,9,8.4,9.6,16,563,"6,037",> 100%
Region,Region 6,All,2010-11,6,9,8.5,10.1,22,628,"6,451",> 100%
Region,Region 6,All,2010-11,7,9,8.5,10.7,27,669,"6,526",> 100%
Region,Region 6,All,2010-11,8,9,8.5,10,27,584,"6,125",> 100%
Region,Region 6,All,2010-11,9,9,8.4,9.3,20,541,"6,035",> 100%
Region,Region 6,All,2010-11,10,8.9,8.4,9.1,9,536,"5,957",> 100%
Region,Region 6,All,2010-11,11,8.9,8.3,8.5,7,487,"5,834",> 100%
Region,Region 6,All,2010-11,12,8.8,8.3,8.3,9,462,"5,677",> 100%
Region,Region 6,All,2010-11,13,8.7,8.2,8.2,2,453,"5,521",99.30%
Region,Region 6,All,2010-11,14,8.6,8.1,8.2,1,465,"5,715",> 100%
Region,Region 6,All,2010-11,15,8.5,8,7.8,2,430,"5,534",99.60%
Region,Region 6,All,2010-11,16,8.4,7.8,7.8,2,435,"5,638",> 100%
Region,Region 6,All,2010-11,17,8.3,7.7,7.8,1,419,"5,409",97.30%
Region,Region 6,All,2010-11,18,8.1,7.6,7.2,0,400,"5,525",99.40%
Region,Region 6,All,2010-11,19,8,7.4,7.4,0,421,"5,665",> 100%
Region,Region 6,All,2010-11,20,7.8,7.3,7.2,0,380,"5,270",94.80%
Region,Region 6,All,2010-11,21,7.7,7.2,7.2,0,395,"5,462",98.30%
Region,Region 6,All,2010-11,22,7.6,7,7.1,0,388,"5,435",97.80%
Region,Region 6,All,2010-11,23,7.4,6.9,7.4,0,391,"5,306",95.50%
Region,Region 6,All,2010-11,24,7.3,6.8,6.5,0,351,"5,395",97.10%
Region,Region 6,All,2010-11,25,7.2,6.6,6.8,1,365,"5,361",96.40%
Region,Region 6,All,2010-11,26,7.1,6.5,6.6,0,358,"5,385",96.90%
Region,Region 6,All,2010-11,27,7,6.4,6.5,0,351,"5,373",96.70%
Region,Region 6,All,2010-11,28,6.9,6.4,6.1,0,326,"5,360",96.40%
Region,Region 6,All,2010-11,29,6.8,6.3,7,1,370,"5,303",95.40%
Region,Region 6,All,2010-11,30,6.8,6.2,6.4,0,335,"5,268",94.80%
Region,Region 6,All,2010-11,31,6.7,6.2,6.2,0,341,"5,481",98.60%
Region,Region 6,All,2010-11,32,6.7,6.2,5.8,0,312,"5,348",96.20%
Region,Region 6,All,2010-11,33,6.7,6.2,6,0,318,"5,311",95.50%
Region,Region 6,All,2010-11,34,6.7,6.2,5.9,0,305,"5,186",93.30%
Region,Region 6,All,2010-11,35,6.8,6.2,6.2,1,334,"5,408",97.30%
Region,Region 6,All,2010-11,36,6.8,6.3,6,0,318,"5,298",95.30%
Region,Region 6,All,2010-11,37,6.9,6.3,6.7,1,360,"5,413",97.40%
Region,Region 6,All,2010-11,38,6.9,6.4,6.9,0,368,"5,301",95.40%
Region,Region 6,All,2010-11,39,7,6.5,6.6,0,346,"5,235",94.20%
Region,Region 7,All,2010-11,40,8,7.2,6.8,0,166,"2,454",> 100%
Region,Region 7,All,2010-11,41,8.1,7.4,7.9,0,183,"2,321",98.70%
Region,Region 7,All,2010-11,42,8.2,7.5,6.9,0,166,"2,409",> 100%
Region,Region 7,All,2010-11,43,8.3,7.6,7.3,2,168,"2,314",98.40%
Region,Region 7,All,2010-11,44,8.4,7.7,7.5,0,180,"2,407",> 100%
Region,Region 7,All,2010-11,45,8.6,7.9,8.3,0,204,"2,465",> 100%
Region,Region 7,All,2010-11,46,8.7,8,7,0,165,"2,366",> 100%
Region,Region 7,All,2010-11,47,8.8,8.1,7.6,0,174,"2,303",97.90%
Region,Region 7,All,2010-11,48,9,8.2,7.6,0,189,"2,490",> 100%
Region,Region 7,All,2010-11,49,9.1,8.4,7.8,0,196,"2,529",> 100%
Region,Region 7,All,2010-11,50,9.2,8.5,7,1,183,"2,628",> 100%
Region,Region 7,All,2010-11,51,9.3,8.6,9,1,224,"2,503",> 100%
Region,Region 7,All,2010-11,52,9.4,8.7,9.1,1,232,"2,573",> 100%
Region,Region 7,All,2010-11,1,9.5,8.8,9.2,4,231,"2,551",> 100%
Region,Region 7,All,2010-11,2,9.6,8.9,8.6,2,219,"2,559",> 100%
Region,Region 7,All,2010-11,3,9.6,8.9,9.1,3,230,"2,553",> 100%
Region,Region 7,All,2010-11,4,9.7,9,9.2,2,229,"2,524",> 100%
Region,Region 7,All,2010-11,5,9.7,9,8.7,4,212,"2,494",> 100%
Region,Region 7,All,2010-11,6,9.7,9,9.2,9,233,"2,630",> 100%
Region,Region 7,All,2010-11,7,9.7,9,10.1,11,254,"2,618",> 100%
Region,Region 7,All,2010-11,8,9.7,9,10.7,11,257,"2,504",> 100%
Region,Region 7,All,2010-11,9,9.6,8.9,10.4,8,265,"2,616",> 100%
Region,Region 7,All,2010-11,10,9.6,8.9,9.6,12,236,"2,583",> 100%
Region,Region 7,All,2010-11,11,9.5,8.8,9.5,7,239,"2,581",> 100%
Region,Region 7,All,2010-11,12,9.4,8.7,9.3,3,228,"2,480",> 100%
Region,Region 7,All,2010-11,13,9.3,8.6,8.8,5,209,"2,434",> 100%
Region,Region 7,All,2010-11,14,9.2,8.5,8.4,6,206,"2,513",> 100%
Region,Region 7,All,2010-11,15,9.1,8.4,8.1,3,189,"2,356",> 100%
Region,Region 7,All,2010-11,16,9,8.3,8,3,187,"2,378",> 100%
Region,Region 7,All,2010-11,17,8.9,8.1,8.6,2,204,"2,389",> 100%
Region,Region 7,All,2010-11,18,8.7,8,7.3,0,169,"2,307",98.10%
Region,Region 7,All,2010-11,19,8.6,7.9,8.2,0,197,"2,390",> 100%
Region,Region 7,All,2010-11,20,8.4,7.7,7.9,0,186,"2,348",99.80%
Region,Region 7,All,2010-11,21,8.3,7.6,7.7,0,181,"2,357",> 100%
Region,Region 7,All,2010-11,22,8.1,7.4,7.9,0,179,"2,261",96.10%
Region,Region 7,All,2010-11,23,8,7.3,7.1,0,166,"2,347",99.80%
Region,Region 7,All,2010-11,24,7.9,7.2,7.3,0,161,"2,218",94.30%
Region,Region 7,All,2010-11,25,7.8,7.1,7.2,0,164,"2,292",97.40%
Region,Region 7,All,2010-11,26,7.7,6.9,7.8,0,174,"2,223",94.50%
Region,Region 7,All,2010-11,27,7.6,6.8,6.5,0,147,"2,245",95.40%
Region,Region 7,All,2010-11,28,7.5,6.8,7.1,0,163,"2,280",96.90%
Region,Region 7,All,2010-11,29,7.4,6.7,6.8,0,147,"2,166",92.10%
Region,Region 7,All,2010-11,30,7.3,6.6,6.9,0,156,"2,261",96.10%
Region,Region 7,All,2010-11,31,7.3,6.6,6.1,0,142,"2,321",98.70%
Region,Region 7,All,2010-11,32,7.3,6.6,6.2,0,136,"2,198",93.40%
Region,Region 7,All,2010-11,33,7.3,6.6,6.1,0,137,"2,262",96.20%
Region,Region 7,All,2010-11,34,7.3,6.6,7.7,1,175,"2,278",96.80%
Region,Region 7,All,2010-11,35,7.3,6.6,6.8,1,153,"2,268",96.40%
