AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
National,,All,2010-11,7,9,8.7,9.6,192,"4,961","53,427",> 100%
National,,All,2010-11,8,9,8.7,9.9,173,"4,982","52,178",> 100%
National,,All,2010-11,9,9,8.7,9.6,183,"4,807","52,184",> 100%
National,,All,2010-11,10,9,8.6,9.4,165,"4,723","51,769",> 100%
National,,All,2010-11,11,8.9,8.6,9.1,147,"4,486","50,748",> 100%
National,,All,2010-11,12,8.9,8.5,8.9,94,"4,325","49,754",> 100%
National,,All,2010-11,13,8.8,8.4,8.6,79,"4,182","49,441",> 100%
National,,All,2010-11,14,8.7,8.3,8.3,75,"4,054","49,772",> 100%
National,,All,2010-11,15,8.6,8.2,8.3,47,"3,958","48,279",> 100%
National,,All,2010-11,16,8.5,8.1,8.2,32,"3,891","47,947",> 100%
National,,All,2010-11,17,8.4,8,7.8,13,"3,692","47,521",99.90%
National,,All,2010-11,18,8.3,7.9,7.9,20,"3,745","47,366",99.60%
National,,All,2010-11,19,8.1,7.8,7.9,3,"3,735","47,464",99.80%
National,,All,2010-11,20,8,7.7,7.7,7,"3,575","46,634",98%
National,,All,2010-11,21,7.9,7.6,7.6,5,"3,542","46,603",97.90%
National,,All,2010-11,22,7.8,7.4,7.6,5,"3,493","46,254",97.20%
National,,All,2010-11,23,7.7,7.3,7.4,3,"3,457","46,534",97.80%
National,,All,2010-11,24,7.6,7.2,7.3,5,"3,333","45,983",96.60%
National,,All,2010-11,25,7.4,7.1,7.3,2,"3,328","45,729",96.10%
National,,All,2010-11,26,7.4,7,7.3,3,"3,346","45,955",96.60%
National,,All,2010-11,27,7.3,6.9,7,1,"3,189","45,678",96%
National,,All,2010-11,28,7.2,6.8,6.9,2,"3,146","45,310",95.20%
National,,All,2010-11,29,7.1,6.8,7,3,"3,184","45,693",96%
National,,All,2010-11,30,7.1,6.7,6.7,3,"2,990","44,984",94.50%
National,,All,2010-11,31,7,6.7,6.6,1,"3,001","45,686",96%
National,,All,2010-11,32,7,6.7,6.7,2,"3,024","45,269",95.10%
National,,All,2010-11,33,7,6.6,6.6,1,"2,980","44,994",94.60%
National,,All,2010-11,34,7,6.6,6.8,3,"3,061","44,900",94.40%
National,,All,2010-11,35,7,6.7,6.7,4,"3,067","45,514",95.70%
National,,All,2010-11,36,7,6.7,6.7,2,"3,000","45,119",94.80%
National,,All,2010-11,37,7.1,6.7,6.7,2,"3,036","45,086",94.80%
National,,All,2010-11,38,7.1,6.8,7,1,"3,200","46,015",96.70%
National,,All,2010-11,39,7.2,6.9,7,1,"3,162","45,378",95.40%
National,,All,2009-10,40,7.5,7.2,7.8,149,"3,484","46,412",97.50%
National,,All,2009-10,41,7.6,7.3,8.3,174,"3,703","46,453",97.60%
National,,All,2009-10,42,7.7,7.4,8.6,239,"3,841","47,451",99.70%
National,,All,2009-10,43,7.8,7.5,8.7,295,"3,762","46,431",97.60%
National,,All,2009-10,44,7.9,7.6,8.8,298,"3,858","47,372",99.60%
National,,All,2009-10,45,8,7.7,8.9,265,"3,929","47,313",99.40%
National,,All,2009-10,46,8.1,7.8,8.4,208,"3,721","46,526",97.80%
National,,All,2009-10,47,8.2,7.9,8.3,179,"3,655","46,422",97.60%
National,,All,2009-10,48,8.3,8,8.2,126,"3,779","47,806",> 100%
National,,All,2009-10,49,8.4,8.1,8.3,105,"3,982","49,304",> 100%
National,,All,2009-10,50,8.5,8.2,8.3,84,"3,985","49,099",> 100%
National,,All,2009-10,51,8.6,8.3,7.9,63,"3,838","49,104",> 100%
National,,All,2009-10,52,8.7,8.4,8.8,47,"4,310","49,617",> 100%
National,,All,2009-10,1,8.7,8.5,8.8,37,"4,428","51,018",> 100%
National,,All,2009-10,2,8.8,8.5,8.8,39,"4,471","51,275",> 100%
National,,All,2009-10,3,8.8,8.6,8.7,28,"4,314","49,912",> 100%
National,,All,2009-10,4,8.9,8.6,8.5,29,"4,072","48,443",> 100%
National,,All,2009-10,5,8.9,8.6,8.4,27,"4,085","49,079",> 100%
National,,All,2009-10,6,8.9,8.6,8.3,38,"4,128","50,120",> 100%
National,,All,2009-10,7,8.9,8.6,8.4,23,"4,236","50,484",> 100%
National,,All,2009-10,8,8.9,8.6,8.6,30,"4,291","50,193",> 100%
National,,All,2009-10,9,8.9,8.6,8.7,28,"4,342","50,345",> 100%
National,,All,2009-10,10,8.8,8.5,8.8,30,"4,377","50,219",> 100%
National,,All,2009-10,11,8.8,8.5,8.7,29,"4,236","49,270",> 100%
National,,All,2009-10,12,8.7,8.4,8.5,25,"4,081","48,294",> 100%
National,,All,2009-10,13,8.6,8.4,8.2,28,"3,986","48,795",> 100%
National,,All,2009-10,14,8.5,8.3,8.4,14,"3,983","47,769",> 100%
National,,All,2009-10,15,8.4,8.2,7.9,13,"3,730","47,102",99%
National,,All,2009-10,16,8.4,8.1,7.7,9,"3,569","46,620",98%
National,,All,2009-10,17,8.3,8,7.8,7,"3,605","46,319",97.40%
National,,All,2009-10,18,8.1,7.9,7.6,8,"3,530","46,264",97.20%
National,,All,2009-10,19,8,7.8,7.5,4,"3,464","46,362",97.40%
National,,All,2009-10,20,7.9,7.7,7.5,3,"3,413","45,516",95.70%
National,,All,2009-10,21,7.8,7.6,7.2,2,"3,251","45,488",95.60%
National,,All,2009-10,22,7.7,7.4,7.2,4,"3,250","45,174",94.90%
National,,All,2009-10,23,7.6,7.3,7.4,5,"3,304","44,968",94.50%
National,,All,2009-10,24,7.5,7.2,7,2,"3,173","45,140",94.90%
National,,All,2009-10,25,7.4,7.2,7,3,"3,143","44,631",93.80%
National,,All,2009-10,26,7.3,7.1,7,4,"3,141","44,629",93.80%
National,,All,2009-10,27,7.3,7,7.1,3,"3,215","45,580",95.80%
National,,All,2009-10,28,7.2,6.9,7,5,"3,115","44,853",94.30%
National,,All,2009-10,29,7.2,6.9,6.9,3,"3,093","44,628",93.80%
National,,All,2009-10,30,7.1,6.9,6.7,3,"2,956","44,281",93.10%
National,,All,2009-10,31,7.1,6.8,6.8,1,"3,029","44,732",94%
National,,All,2009-10,32,7.1,6.8,6.6,5,"2,928","44,400",93.30%
National,,All,2009-10,33,7.1,6.8,6.8,3,"3,010","44,358",93.20%
National,,All,2009-10,34,7.1,6.8,6.5,2,"2,894","44,320",93.10%
National,,All,2009-10,35,7.1,6.9,6.9,2,"3,048","44,287",93.10%
National,,All,2009-10,36,7.2,6.9,7.1,3,"3,168","44,813",94.20%
National,,All,2009-10,37,7.2,6.9,7.1,4,"3,189","45,200",95%
National,,All,2009-10,38,7.3,7,6.9,1,"3,100","45,104",94.80%
National,,All,2009-10,39,7.3,7.1,7.1,6,"3,215","45,260",95.10%
